dispatching_zone_id,zone_tier,date,month,day_of_week,is_weekend,active_vehicles,trips,trips_per_vehicle,event_label,daily_multiplier
Z02_Gurugram_Cyber,mega,2023-03-18,3,Saturday,1,3899,34902,8.95,normal,1.2248
Z03_Noida_Sector18,high,2023-03-18,3,Saturday,1,2224,19439,8.74,normal,1.2248
Z04_Dwarka_Airport,high,2023-03-18,3,Saturday,1,1944,16359,8.42,normal,1.2248
Z05_Lajpat_SouthDelhi,medium,2023-03-18,3,Saturday,1,1200,9929,8.27,normal,1.2248
Z06_Rohini_NorthWest,medium,2023-03-18,3,Saturday,1,984,7289,7.41,normal,1.2248
Z07_Faridabad,low,2023-03-18,3,Saturday,1,542,3770,6.96,normal,1.2248
Z08_Ghaziabad,low,2023-03-18,3,Saturday,1,488,3443,7.06,normal,1.2248
Z01_CP_NewDelhi,mega,2023-03-19,3,Sunday,1,3953,33939,8.59,normal,1.0696
Z02_Gurugram_Cyber,mega,2023-03-19,3,Sunday,1,3244,33594,10.36,normal,1.0696
Z03_Noida_Sector18,high,2023-03-19,3,Sunday,1,1918,16242,8.47,normal,1.0696
Z04_Dwarka_Airport,high,2023-03-19,3,Sunday,1,1680,12959,7.71,normal,1.0696
Z05_Lajpat_SouthDelhi,medium,2023-03-19,3,Sunday,1,957,8519,8.9,normal,1.0696
Z06_Rohini_NorthWest,medium,2023-03-19,3,Sunday,1,878,6878,7.83,normal,1.0696
Z07_Faridabad,low,2023-03-19,3,Sunday,1,444,4653,10.48,normal,1.0696
Z08_Ghaziabad,low,2023-03-19,3,Sunday,1,394,3004,7.62,normal,1.0696
Z01_CP_NewDelhi,mega,2023-03-20,3,Monday,0,3500,26430,7.55,normal,0.9558
Z02_Gurugram_Cyber,mega,2023-03-20,3,Monday,0,3098,34247,11.05,normal,0.9558
Z03_Noida_Sector18,high,2023-03-20,3,Monday,0,1731,13138,7.59,normal,0.9558
Z04_Dwarka_Airport,high,2023-03-20,3,Monday,0,1593,12657,7.95,normal,0.9558
Z05_Lajpat_SouthDelhi,medium,2023-03-20,3,Monday,0,910,7720,8.48,normal,0.9558
Z06_Rohini_NorthWest,medium,2023-03-20,3,Monday,0,749,5959,7.96,normal,0.9558
Z07_Faridabad,low,2023-03-20,3,Monday,0,399,3033,7.6,normal,0.9558
Z08_Ghaziabad,low,2023-03-20,3,Monday,0,378,3294,8.71,normal,0.9558
Z01_CP_NewDelhi,mega,2023-03-21,3,Tuesday,0,3696,39622,10.72,normal,0.9771
Z02_Gurugram_Cyber,mega,2023-03-21,3,Tuesday,0,2962,21554,7.28,normal,0.9771
Z03_Noida_Sector18,high,2023-03-21,3,Tuesday,0,1924,15710,8.17,normal,0.9771
Z04_Dwarka_Airport,high,2023-03-21,3,Tuesday,0,1507,12089,8.02,normal,0.9771
Z05_Lajpat_SouthDelhi,medium,2023-03-21,3,Tuesday,0,890,8840,9.93,normal,0.9771
Z06_Rohini_NorthWest,medium,2023-03-21,3,Tuesday,0,735,5990,8.15,normal,0.9771
Z07_Faridabad,low,2023-03-21,3,Tuesday,0,429,3427,7.99,normal,0.9771
Z08_Ghaziabad,low,2023-03-21,3,Tuesday,0,392,3766,9.61,normal,0.9771
Z01_CP_NewDelhi,mega,2023-03-22,3,Wednesday,0,3578,32618,9.12,normal,0.9983
Z02_Gurugram_Cyber,mega,2023-03-22,3,Wednesday,0,3209,24432,7.61,normal,0.9983
Z03_Noida_Sector18,high,2023-03-22,3,Wednesday,0,1807,17189,9.51,normal,0.9983
Z04_Dwarka_Airport,high,2023-03-22,3,Wednesday,0,1650,16421,9.95,normal,0.9983
Z05_Lajpat_SouthDelhi,medium,2023-03-22,3,Wednesday,0,914,6098,6.67,normal,0.9983
Z06_Rohini_NorthWest,medium,2023-03-22,3,Wednesday,0,785,7046,8.98,normal,0.9983
Z07_Faridabad,low,2023-03-22,3,Wednesday,0,434,4114,9.48,normal,0.9983
Z08_Ghaziabad,low,2023-03-22,3,Wednesday,0,363,3119,8.59,normal,0.9983
Z01_CP_NewDelhi,mega,2023-03-23,3,Thursday,0,3970,40780,10.27,normal,1.0092
Z02_Gurugram_Cyber,mega,2023-03-23,3,Thursday,0,3143,27529,8.76,normal,1.0092
Z03_Noida_Sector18,high,2023-03-23,3,Thursday,0,1834,15519,8.46,normal,1.0092
Z04_Dwarka_Airport,high,2023-03-23,3,Thursday,0,1644,12055,7.33,normal,1.0092
Z05_Lajpat_SouthDelhi,medium,2023-03-23,3,Thursday,0,951,7797,8.2,normal,1.0092
Z06_Rohini_NorthWest,medium,2023-03-23,3,Thursday,0,815,7134,8.75,normal,1.0092
Z07_Faridabad,low,2023-03-23,3,Thursday,0,447,4074,9.11,normal,1.0092
Z08_Ghaziabad,low,2023-03-23,3,Thursday,0,389,3065,7.88,normal,1.0092
Z01_CP_NewDelhi,mega,2023-03-24,3,Friday,0,4467,28516,6.38,normal,1.1242
Z02_Gurugram_Cyber,mega,2023-03-24,3,Friday,0,3623,29848,8.24,normal,1.1242
Z03_Noida_Sector18,high,2023-03-24,3,Friday,0,2192,17696,8.07,normal,1.1242
Z04_Dwarka_Airport,high,2023-03-24,3,Friday,0,1867,17346,9.29,normal,1.1242
Z05_Lajpat_SouthDelhi,medium,2023-03-24,3,Friday,0,1094,9472,8.66,normal,1.1242
Z06_Rohini_NorthWest,medium,2023-03-24,3,Friday,0,872,5213,5.98,normal,1.1242
Z07_Faridabad,low,2023-03-24,3,Friday,0,471,3478,7.38,normal,1.1242
Z08_Ghaziabad,low,2023-03-24,3,Friday,0,438,4521,10.32,normal,1.1242
Z01_CP_NewDelhi,mega,2023-03-25,3,Saturday,1,4445,33709,7.58,normal,1.2289
Z02_Gurugram_Cyber,mega,2023-03-25,3,Saturday,1,3908,32849,8.41,normal,1.2289
Z03_Noida_Sector18,high,2023-03-25,3,Saturday,1,2377,16957,7.13,normal,1.2289
Z04_Dwarka_Airport,high,2023-03-25,3,Saturday,1,1959,21451,10.95,normal,1.2289
Z05_Lajpat_SouthDelhi,medium,2023-03-25,3,Saturday,1,1186,10239,8.63,normal,1.2289
Z06_Rohini_NorthWest,medium,2023-03-25,3,Saturday,1,979,6756,6.9,normal,1.2289
Z07_Faridabad,low,2023-03-25,3,Saturday,1,495,4236,8.56,normal,1.2289
Z08_Ghaziabad,low,2023-03-25,3,Saturday,1,454,4263,9.39,normal,1.2289
Z01_CP_NewDelhi,mega,2023-03-26,3,Sunday,1,4173,24293,5.82,normal,1.0732
Z02_Gurugram_Cyber,mega,2023-03-26,3,Sunday,1,3241,26938,8.31,normal,1.0732
Z03_Noida_Sector18,high,2023-03-26,3,Sunday,1,2076,20090,9.68,normal,1.0732
Z04_Dwarka_Airport,high,2023-03-26,3,Sunday,1,1667,16767,10.06,normal,1.0732
Z05_Lajpat_SouthDelhi,medium,2023-03-26,3,Sunday,1,1040,7553,7.26,normal,1.0732
Z06_Rohini_NorthWest,medium,2023-03-26,3,Sunday,1,833,7757,9.31,normal,1.0732
Z07_Faridabad,low,2023-03-26,3,Sunday,1,453,3677,8.12,normal,1.0732
Z08_Ghaziabad,low,2023-03-26,3,Sunday,1,404,3091,7.65,normal,1.0732
Z01_CP_NewDelhi,mega,2023-03-27,3,Monday,0,3749,33080,8.82,normal,0.959
Z02_Gurugram_Cyber,mega,2023-03-27,3,Monday,0,2992,29159,9.75,normal,0.959
Z03_Noida_Sector18,high,2023-03-27,3,Monday,0,1877,17171,9.15,normal,0.959
Z04_Dwarka_Airport,high,2023-03-27,3,Monday,0,1603,11634,7.26,normal,0.959
Z05_Lajpat_SouthDelhi,medium,2023-03-27,3,Monday,0,933,6554,7.02,normal,0.959
Z06_Rohini_NorthWest,medium,2023-03-27,3,Monday,0,704,6023,8.56,normal,0.959
Z07_Faridabad,low,2023-03-27,3,Monday,0,393,2479,6.31,normal,0.959
Z08_Ghaziabad,low,2023-03-27,3,Monday,0,375,3218,8.58,normal,0.959
Z01_CP_NewDelhi,mega,2023-03-28,3,Tuesday,0,3905,35855,9.18,normal,0.9803
Z02_Gurugram_Cyber,mega,2023-03-28,3,Tuesday,0,3284,29477,8.98,normal,0.9803
Z03_Noida_Sector18,high,2023-03-28,3,Tuesday,0,1768,15042,8.51,normal,0.9803
Z04_Dwarka_Airport,high,2023-03-28,3,Tuesday,0,1584,13441,8.49,normal,0.9803
Z05_Lajpat_SouthDelhi,medium,2023-03-28,3,Tuesday,0,971,7888,8.12,normal,0.9803
Z06_Rohini_NorthWest,medium,2023-03-28,3,Tuesday,0,773,6095,7.88,normal,0.9803
Z07_Faridabad,low,2023-03-28,3,Tuesday,0,391,3674,9.4,normal,0.9803
Z08_Ghaziabad,low,2023-03-28,3,Tuesday,0,389,3657,9.4,normal,0.9803
Z01_CP_NewDelhi,mega,2023-03-29,3,Wednesday,0,3814,23819,6.25,normal,1.0017
Z02_Gurugram_Cyber,mega,2023-03-29,3,Wednesday,0,3310,25920,7.83,normal,1.0017
Z03_Noida_Sector18,high,2023-03-29,3,Wednesday,0,1992,22541,11.32,normal,1.0017
Z04_Dwarka_Airport,high,2023-03-29,3,Wednesday,0,1620,12076,7.45,normal,1.0017
Z05_Lajpat_SouthDelhi,medium,2023-03-29,3,Wednesday,0,921,6605,7.17,normal,1.0017
Z06_Rohini_NorthWest,medium,2023-03-29,3,Wednesday,0,780,6860,8.79,normal,1.0017
Z07_Faridabad,low,2023-03-29,3,Wednesday,0,443,4557,10.29,normal,1.0017
Z08_Ghaziabad,low,2023-03-29,3,Wednesday,0,386,3258,8.44,normal,1.0017
Z01_CP_NewDelhi,mega,2023-03-30,3,Thursday,0,3734,27064,7.25,normal,1.0126
Z02_Gurugram_Cyber,mega,2023-03-30,3,Thursday,0,3100,17327,5.59,normal,1.0126
Z03_Noida_Sector18,high,2023-03-30,3,Thursday,0,2032,15717,7.73,normal,1.0126
Z04_Dwarka_Airport,high,2023-03-30,3,Thursday,0,1641,9443,5.75,normal,1.0126
Z05_Lajpat_SouthDelhi,medium,2023-03-30,3,Thursday,0,928,6905,7.44,normal,1.0126
Z06_Rohini_NorthWest,medium,2023-03-30,3,Thursday,0,763,5890,7.72,normal,1.0126
Z07_Faridabad,low,2023-03-30,3,Thursday,0,405,4026,9.94,normal,1.0126
Z08_Ghaziabad,low,2023-03-30,3,Thursday,0,385,2881,7.48,normal,1.0126
Z01_CP_NewDelhi,mega,2023-03-31,3,Friday,0,4508,34901,7.74,normal,1.1279
Z02_Gurugram_Cyber,mega,2023-03-31,3,Friday,0,3442,27573,8.01,normal,1.1279
Z03_Noida_Sector18,high,2023-03-31,3,Friday,0,2144,18911,8.82,normal,1.1279
Z04_Dwarka_Airport,high,2023-03-31,3,Friday,0,1911,17332,9.07,normal,1.1279
Z05_Lajpat_SouthDelhi,medium,2023-03-31,3,Friday,0,1042,7007,6.72,normal,1.1279
Z06_Rohini_NorthWest,medium,2023-03-31,3,Friday,0,922,6028,6.54,normal,1.1279
Z07_Faridabad,low,2023-03-31,3,Friday,0,479,5019,10.48,normal,1.1279
Z08_Ghaziabad,low,2023-03-31,3,Friday,0,445,3144,7.07,normal,1.1279
Z01_CP_NewDelhi,mega,2023-04-01,4,Saturday,1,4761,42837,9.0,normal,1.233
Z02_Gurugram_Cyber,mega,2023-04-01,4,Saturday,1,3762,28523,7.58,normal,1.233
Z03_Noida_Sector18,high,2023-04-01,4,Saturday,1,2330,17040,7.31,normal,1.233
Z04_Dwarka_Airport,high,2023-04-01,4,Saturday,1,2032,15105,7.43,normal,1.233
Z05_Lajpat_SouthDelhi,medium,2023-04-01,4,Saturday,1,1112,10476,9.42,normal,1.233
Z06_Rohini_NorthWest,medium,2023-04-01,4,Saturday,1,982,7923,8.07,normal,1.233
Z07_Faridabad,low,2023-04-01,4,Saturday,1,523,4917,9.4,normal,1.233
Z08_Ghaziabad,low,2023-04-01,4,Saturday,1,481,4183,8.7,normal,1.233
Z01_CP_NewDelhi,mega,2023-04-02,4,Sunday,1,4289,34126,7.96,normal,1.0767
Z02_Gurugram_Cyber,mega,2023-04-02,4,Sunday,1,3243,24282,7.49,normal,1.0767
Z03_Noida_Sector18,high,2023-04-02,4,Sunday,1,1995,21236,10.64,normal,1.0767
Z04_Dwarka_Airport,high,2023-04-02,4,Sunday,1,1644,13168,8.01,normal,1.0767
Z05_Lajpat_SouthDelhi,medium,2023-04-02,4,Sunday,1,1003,10215,10.18,normal,1.0767
Z06_Rohini_NorthWest,medium,2023-04-02,4,Sunday,1,859,8507,9.9,normal,1.0767
Z07_Faridabad,low,2023-04-02,4,Sunday,1,461,3592,7.79,normal,1.0767
Z08_Ghaziabad,low,2023-04-02,4,Sunday,1,406,3091,7.61,normal,1.0767
Z01_CP_NewDelhi,mega,2023-04-03,4,Monday,0,3797,24379,6.42,normal,0.9622
Z02_Gurugram_Cyber,mega,2023-04-03,4,Monday,0,3031,23712,7.82,normal,0.9622
Z03_Noida_Sector18,high,2023-04-03,4,Monday,0,1873,12789,6.83,normal,0.9622
Z04_Dwarka_Airport,high,2023-04-03,4,Monday,0,1526,14563,9.54,normal,0.9622
Z05_Lajpat_SouthDelhi,medium,2023-04-03,4,Monday,0,956,6353,6.65,normal,0.9622
Z06_Rohini_NorthWest,medium,2023-04-03,4,Monday,0,763,6258,8.2,normal,0.9622
Z07_Faridabad,low,2023-04-03,4,Monday,0,396,3170,8.01,normal,0.9622
Z08_Ghaziabad,low,2023-04-03,4,Monday,0,373,2911,7.8,normal,0.9622
Z01_CP_NewDelhi,mega,2023-04-04,4,Tuesday,0,3676,36743,10.0,normal,0.9836
Z02_Gurugram_Cyber,mega,2023-04-04,4,Tuesday,0,3141,22598,7.19,normal,0.9836
Z03_Noida_Sector18,high,2023-04-04,4,Tuesday,0,1870,14221,7.6,normal,0.9836
Z04_Dwarka_Airport,high,2023-04-04,4,Tuesday,0,1485,13052,8.79,normal,0.9836
Z05_Lajpat_SouthDelhi,medium,2023-04-04,4,Tuesday,0,896,6130,6.84,normal,0.9836
Z06_Rohini_NorthWest,medium,2023-04-04,4,Tuesday,0,731,6440,8.81,normal,0.9836
Z07_Faridabad,low,2023-04-04,4,Tuesday,0,403,3772,9.36,normal,0.9836
Z08_Ghaziabad,low,2023-04-04,4,Tuesday,0,395,3625,9.18,normal,0.9836
Z01_CP_NewDelhi,mega,2023-04-05,4,Wednesday,0,4030,25953,6.44,normal,1.005
Z02_Gurugram_Cyber,mega,2023-04-05,4,Wednesday,0,3231,20199,6.25,normal,1.005
Z03_Noida_Sector18,high,2023-04-05,4,Wednesday,0,1921,21285,11.08,normal,1.005
Z04_Dwarka_Airport,high,2023-04-05,4,Wednesday,0,1596,13490,8.45,normal,1.005
Z05_Lajpat_SouthDelhi,medium,2023-04-05,4,Wednesday,0,927,7080,7.64,normal,1.005
Z06_Rohini_NorthWest,medium,2023-04-05,4,Wednesday,0,789,5707,7.23,normal,1.005
Z07_Faridabad,low,2023-04-05,4,Wednesday,0,426,3622,8.5,normal,1.005
Z08_Ghaziabad,low,2023-04-05,4,Wednesday,0,381,2678,7.03,normal,1.005
Z01_CP_NewDelhi,mega,2023-04-06,4,Thursday,0,4089,36690,8.97,normal,1.0159
Z02_Gurugram_Cyber,mega,2023-04-06,4,Thursday,0,3298,29705,9.01,normal,1.0159
Z03_Noida_Sector18,high,2023-04-06,4,Thursday,0,1905,16262,8.54,normal,1.0159
Z04_Dwarka_Airport,high,2023-04-06,4,Thursday,0,1572,13431,8.54,normal,1.0159
Z05_Lajpat_SouthDelhi,medium,2023-04-06,4,Thursday,0,1012,9585,9.47,normal,1.0159
Z06_Rohini_NorthWest,medium,2023-04-06,4,Thursday,0,757,8508,11.24,normal,1.0159
Z07_Faridabad,low,2023-04-06,4,Thursday,0,407,3370,8.28,normal,1.0159
Z08_Ghaziabad,low,2023-04-06,4,Thursday,0,406,3604,8.88,normal,1.0159
Z01_CP_NewDelhi,mega,2023-04-07,4,Friday,0,4281,38960,9.1,normal,1.1317
Z02_Gurugram_Cyber,mega,2023-04-07,4,Friday,0,3659,31997,8.74,normal,1.1317
Z03_Noida_Sector18,high,2023-04-07,4,Friday,0,2094,18966,9.06,normal,1.1317
Z04_Dwarka_Airport,high,2023-04-07,4,Friday,0,1813,13811,7.62,normal,1.1317
Z05_Lajpat_SouthDelhi,medium,2023-04-07,4,Friday,0,1085,11347,10.46,normal,1.1317
Z06_Rohini_NorthWest,medium,2023-04-07,4,Friday,0,890,7862,8.83,normal,1.1317
Z07_Faridabad,low,2023-04-07,4,Friday,0,458,4890,10.68,normal,1.1317
Z08_Ghaziabad,low,2023-04-07,4,Friday,0,407,3617,8.89,normal,1.1317
Z01_CP_NewDelhi,mega,2023-04-08,4,Saturday,1,4671,57282,12.26,normal,1.237
Z02_Gurugram_Cyber,mega,2023-04-08,4,Saturday,1,3730,32414,8.69,normal,1.237
Z03_Noida_Sector18,high,2023-04-08,4,Saturday,1,2403,21476,8.94,normal,1.237
Z04_Dwarka_Airport,high,2023-04-08,4,Saturday,1,1931,18429,9.54,normal,1.237
Z05_Lajpat_SouthDelhi,medium,2023-04-08,4,Saturday,1,1218,9873,8.11,normal,1.237
Z06_Rohini_NorthWest,medium,2023-04-08,4,Saturday,1,908,7666,8.44,normal,1.237
Z07_Faridabad,low,2023-04-08,4,Saturday,1,530,3759,7.09,normal,1.237
Z08_Ghaziabad,low,2023-04-08,4,Saturday,1,483,4909,10.16,normal,1.237
Z01_CP_NewDelhi,mega,2023-04-09,4,Sunday,1,4223,40076,9.49,normal,1.0803
Z02_Gurugram_Cyber,mega,2023-04-09,4,Sunday,1,3522,28886,8.2,normal,1.0803
Z03_Noida_Sector18,high,2023-04-09,4,Sunday,1,2137,16157,7.56,normal,1.0803
Z04_Dwarka_Airport,high,2023-04-09,4,Sunday,1,1640,14091,8.59,normal,1.0803
Z05_Lajpat_SouthDelhi,medium,2023-04-09,4,Sunday,1,1014,7734,7.63,normal,1.0803
Z06_Rohini_NorthWest,medium,2023-04-09,4,Sunday,1,873,7458,8.54,normal,1.0803
Z07_Faridabad,low,2023-04-09,4,Sunday,1,430,3523,8.19,normal,1.0803
Z08_Ghaziabad,low,2023-04-09,4,Sunday,1,389,3591,9.23,normal,1.0803
Z01_CP_NewDelhi,mega,2023-04-10,4,Monday,0,3798,28778,7.58,normal,0.9654
Z02_Gurugram_Cyber,mega,2023-04-10,4,Monday,0,3053,25177,8.25,normal,0.9654
Z03_Noida_Sector18,high,2023-04-10,4,Monday,0,1775,18401,10.37,normal,0.9654
Z04_Dwarka_Airport,high,2023-04-10,4,Monday,0,1527,12785,8.37,normal,0.9654
Z05_Lajpat_SouthDelhi,medium,2023-04-10,4,Monday,0,897,6133,6.84,normal,0.9654
Z06_Rohini_NorthWest,medium,2023-04-10,4,Monday,0,796,6776,8.51,normal,0.9654
Z07_Faridabad,low,2023-04-10,4,Monday,0,398,3206,8.06,normal,0.9654
Z08_Ghaziabad,low,2023-04-10,4,Monday,0,366,3225,8.81,normal,0.9654
Z01_CP_NewDelhi,mega,2023-04-11,4,Tuesday,0,3788,30316,8.0,normal,0.9868
Z02_Gurugram_Cyber,mega,2023-04-11,4,Tuesday,0,3060,27847,9.1,normal,0.9868
Z03_Noida_Sector18,high,2023-04-11,4,Tuesday,0,1947,17171,8.82,normal,0.9868
Z04_Dwarka_Airport,high,2023-04-11,4,Tuesday,0,1511,16171,10.7,normal,0.9868
Z05_Lajpat_SouthDelhi,medium,2023-04-11,4,Tuesday,0,911,5318,5.84,normal,0.9868
Z06_Rohini_NorthWest,medium,2023-04-11,4,Tuesday,0,781,6022,7.71,normal,0.9868
Z07_Faridabad,low,2023-04-11,4,Tuesday,0,426,3153,7.4,normal,0.9868
Z08_Ghaziabad,low,2023-04-11,4,Tuesday,0,384,2984,7.77,normal,0.9868
Z01_CP_NewDelhi,mega,2023-04-12,4,Wednesday,0,3987,27411,6.88,normal,1.0083
Z02_Gurugram_Cyber,mega,2023-04-12,4,Wednesday,0,3172,29811,9.4,normal,1.0083
Z03_Noida_Sector18,high,2023-04-12,4,Wednesday,0,1994,20928,10.5,normal,1.0083
Z04_Dwarka_Airport,high,2023-04-12,4,Wednesday,0,1600,13336,8.34,normal,1.0083
Z05_Lajpat_SouthDelhi,medium,2023-04-12,4,Wednesday,0,943,7762,8.23,normal,1.0083
Z06_Rohini_NorthWest,medium,2023-04-12,4,Wednesday,0,798,9034,11.32,normal,1.0083
Z07_Faridabad,low,2023-04-12,4,Wednesday,0,398,3753,9.43,normal,1.0083
Z08_Ghaziabad,low,2023-04-12,4,Wednesday,0,404,3196,7.91,normal,1.0083
Z01_CP_NewDelhi,mega,2023-04-13,4,Thursday,0,4082,27196,6.66,normal,1.0193
Z02_Gurugram_Cyber,mega,2023-04-13,4,Thursday,0,3371,33884,10.05,normal,1.0193
Z03_Noida_Sector18,high,2023-04-13,4,Thursday,0,1831,16461,8.99,normal,1.0193
Z04_Dwarka_Airport,high,2023-04-13,4,Thursday,0,1617,13387,8.28,normal,1.0193
Z05_Lajpat_SouthDelhi,medium,2023-04-13,4,Thursday,0,934,5794,6.2,normal,1.0193
Z06_Rohini_NorthWest,medium,2023-04-13,4,Thursday,0,820,5483,6.69,normal,1.0193
Z07_Faridabad,low,2023-04-13,4,Thursday,0,444,3674,8.27,normal,1.0193
Z08_Ghaziabad,low,2023-04-13,4,Thursday,0,386,3770,9.77,normal,1.0193
Z01_CP_NewDelhi,mega,2023-04-14,4,Friday,0,6459,59871,9.27,Baisakhi_IPL_Opening,1.7599
Z02_Gurugram_Cyber,mega,2023-04-14,4,Friday,0,5385,57828,10.74,Baisakhi_IPL_Opening,1.7599
Z03_Noida_Sector18,high,2023-04-14,4,Friday,0,3439,32962,9.58,Baisakhi_IPL_Opening,1.7599
Z04_Dwarka_Airport,high,2023-04-14,4,Friday,0,2887,18606,6.44,Baisakhi_IPL_Opening,1.7599
Z05_Lajpat_SouthDelhi,medium,2023-04-14,4,Friday,0,1750,11878,6.79,Baisakhi_IPL_Opening,1.7599
Z06_Rohini_NorthWest,medium,2023-04-14,4,Friday,0,1308,8929,6.83,Baisakhi_IPL_Opening,1.7599
Z07_Faridabad,low,2023-04-14,4,Friday,0,718,4328,6.03,Baisakhi_IPL_Opening,1.7599
Z08_Ghaziabad,low,2023-04-14,4,Friday,0,638,4476,7.02,Baisakhi_IPL_Opening,1.7599
Z01_CP_NewDelhi,mega,2023-04-15,4,Saturday,1,4712,45302,9.61,normal,1.2411
Z02_Gurugram_Cyber,mega,2023-04-15,4,Saturday,1,3737,20807,5.57,normal,1.2411
Z03_Noida_Sector18,high,2023-04-15,4,Saturday,1,2489,26160,10.51,normal,1.2411
Z04_Dwarka_Airport,high,2023-04-15,4,Saturday,1,2051,18946,9.24,normal,1.2411
Z05_Lajpat_SouthDelhi,medium,2023-04-15,4,Saturday,1,1182,9254,7.83,normal,1.2411
Z06_Rohini_NorthWest,medium,2023-04-15,4,Saturday,1,912,7633,8.37,normal,1.2411
Z07_Faridabad,low,2023-04-15,4,Saturday,1,538,3095,5.75,normal,1.2411
Z08_Ghaziabad,low,2023-04-15,4,Saturday,1,443,3745,8.45,normal,1.2411
Z01_CP_NewDelhi,mega,2023-04-16,4,Sunday,1,4190,38657,9.23,normal,1.0838
Z02_Gurugram_Cyber,mega,2023-04-16,4,Sunday,1,3425,30637,8.95,normal,1.0838
Z03_Noida_Sector18,high,2023-04-16,4,Sunday,1,1951,14796,7.58,normal,1.0838
Z04_Dwarka_Airport,high,2023-04-16,4,Sunday,1,1785,13394,7.5,normal,1.0838
Z05_Lajpat_SouthDelhi,medium,2023-04-16,4,Sunday,1,975,8159,8.37,normal,1.0838
Z06_Rohini_NorthWest,medium,2023-04-16,4,Sunday,1,831,6724,8.09,normal,1.0838
Z07_Faridabad,low,2023-04-16,4,Sunday,1,438,4120,9.41,normal,1.0838
Z08_Ghaziabad,low,2023-04-16,4,Sunday,1,415,2818,6.79,normal,1.0838
Z01_CP_NewDelhi,mega,2023-04-17,4,Monday,0,3817,27421,7.18,normal,0.9685
Z02_Gurugram_Cyber,mega,2023-04-17,4,Monday,0,3010,30316,10.07,normal,0.9685
Z03_Noida_Sector18,high,2023-04-17,4,Monday,0,1932,17046,8.82,normal,0.9685
Z04_Dwarka_Airport,high,2023-04-17,4,Monday,0,1588,9124,5.75,normal,0.9685
Z05_Lajpat_SouthDelhi,medium,2023-04-17,4,Monday,0,881,6917,7.85,normal,0.9685
Z06_Rohini_NorthWest,medium,2023-04-17,4,Monday,0,758,5975,7.88,normal,0.9685
Z07_Faridabad,low,2023-04-17,4,Monday,0,406,3048,7.51,normal,0.9685
Z08_Ghaziabad,low,2023-04-17,4,Monday,0,381,3314,8.7,normal,0.9685
Z01_CP_NewDelhi,mega,2023-04-18,4,Tuesday,0,3783,27617,7.3,normal,0.9901
Z02_Gurugram_Cyber,mega,2023-04-18,4,Tuesday,0,3147,24898,7.91,normal,0.9901
Z03_Noida_Sector18,high,2023-04-18,4,Tuesday,0,1779,15247,8.57,normal,0.9901
Z04_Dwarka_Airport,high,2023-04-18,4,Tuesday,0,1671,14041,8.4,normal,0.9901
Z05_Lajpat_SouthDelhi,medium,2023-04-18,4,Tuesday,0,991,8072,8.15,normal,0.9901
Z06_Rohini_NorthWest,medium,2023-04-18,4,Tuesday,0,766,6943,9.06,normal,0.9901
Z07_Faridabad,low,2023-04-18,4,Tuesday,0,394,3213,8.15,normal,0.9901
Z08_Ghaziabad,low,2023-04-18,4,Tuesday,0,389,3597,9.25,normal,0.9901
Z01_CP_NewDelhi,mega,2023-04-19,4,Wednesday,0,4048,37834,9.35,normal,1.0116
Z02_Gurugram_Cyber,mega,2023-04-19,4,Wednesday,0,3337,28581,8.56,normal,1.0116
Z03_Noida_Sector18,high,2023-04-19,4,Wednesday,0,1916,14471,7.55,normal,1.0116
Z04_Dwarka_Airport,high,2023-04-19,4,Wednesday,0,1650,14612,8.86,normal,1.0116
Z05_Lajpat_SouthDelhi,medium,2023-04-19,4,Wednesday,0,968,7418,7.66,normal,1.0116
Z06_Rohini_NorthWest,medium,2023-04-19,4,Wednesday,0,742,7477,10.08,normal,1.0116
Z07_Faridabad,low,2023-04-19,4,Wednesday,0,446,3898,8.74,normal,1.0116
Z08_Ghaziabad,low,2023-04-19,4,Wednesday,0,376,2805,7.46,normal,1.0116
Z01_CP_NewDelhi,mega,2023-04-20,4,Thursday,0,3992,30069,7.53,normal,1.0226
Z02_Gurugram_Cyber,mega,2023-04-20,4,Thursday,0,3264,25115,7.69,normal,1.0226
Z03_Noida_Sector18,high,2023-04-20,4,Thursday,0,1854,15253,8.23,normal,1.0226
Z04_Dwarka_Airport,high,2023-04-20,4,Thursday,0,1733,10428,6.02,normal,1.0226
Z05_Lajpat_SouthDelhi,medium,2023-04-20,4,Thursday,0,1001,7244,7.24,normal,1.0226
Z06_Rohini_NorthWest,medium,2023-04-20,4,Thursday,0,837,6000,7.17,normal,1.0226
Z07_Faridabad,low,2023-04-20,4,Thursday,0,433,4085,9.43,normal,1.0226
Z08_Ghaziabad,low,2023-04-20,4,Thursday,0,391,2959,7.57,normal,1.0226
Z01_CP_NewDelhi,mega,2023-04-21,4,Friday,0,4410,36548,8.29,normal,1.1391
Z02_Gurugram_Cyber,mega,2023-04-21,4,Friday,0,3471,27046,7.79,normal,1.1391
Z03_Noida_Sector18,high,2023-04-21,4,Friday,0,2091,17513,8.38,normal,1.1391
Z04_Dwarka_Airport,high,2023-04-21,4,Friday,0,1921,16151,8.41,normal,1.1391
Z05_Lajpat_SouthDelhi,medium,2023-04-21,4,Friday,0,1073,10336,9.63,normal,1.1391
Z06_Rohini_NorthWest,medium,2023-04-21,4,Friday,0,865,9790,11.32,normal,1.1391
